#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
BUF,2018-01-03 06:20,-78.7358,42.9408,M,M,M,M,M,M,30.14,M,7.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030620Z AUTO /////KT 7SM -SN OVC019 M11/M16 A3014 RMK T11101160 MADISHF
FZY,2018-01-03 06:25,-76.3847,43.3497,M,M,M,220.00,8.00,M,30.17,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030625Z AUTO 22008KT 10SM OVC030 M08/M16 A3017 RMK T10801160 MADISHF
ROC,2018-01-03 06:25,-77.6767,43.1167,M,M,M,210.00,11.00,M,30.16,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030625Z AUTO 21011KT 10SM OVC025 M10/M16 A3016 RMK T11001160 MADISHF
DKK,2018-01-03 06:25,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030625Z AUTO 20010KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
ART,2018-01-03 06:25,-76.0262,43.9888,21.90,19.90,91.86,210.00,14.00,T,30.11,M,0.75,22.00,SCT,OVC,M,M,1100.00,1700.00,M,M,-SN BR,M,M,M,8.14,KART 030625Z AUTO 21014G22KT 3/4SM -SN BR SCT011 OVC017 M06/M07 A3011 RMK AO2 P0000 T10561067
BUF,2018-01-03 06:25,-78.7358,42.9408,M,M,M,210.00,20.00,M,30.14,M,6.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030625Z AUTO 21020KT 6SM -SN OVC019 M11/M17 A3014 RMK T11101170 MADISHF
IAG,2018-01-03 06:25,-78.9462,43.1073,M,M,M,230.00,19.00,M,30.12,M,6.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030625Z AUTO 23019KT 6SM -SN BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
DSV,2018-01-03 06:25,-77.7130,42.5709,M,M,M,110.00,5.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030625Z AUTO 11005KT 10SM CLR M12/M19 A3018 RMK T11201190 MADISHF
DSV,2018-01-03 06:30,-77.7130,42.5709,M,M,M,160.00,5.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030630Z AUTO 16005KT 10SM CLR M12/M20 A3018 RMK T11201200 VRB05KT  MADISHF
IAG,2018-01-03 06:30,-78.9462,43.1073,M,M,M,230.00,17.00,M,30.12,M,6.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030630Z AUTO 23017KT 6SM -SN BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
ROC,2018-01-03 06:30,-77.6767,43.1167,M,M,M,220.00,11.00,M,30.15,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030630Z AUTO 22011KT 10SM OVC025 M10/M16 A3015 RMK T11001160 MADISHF
FZY,2018-01-03 06:30,-76.3847,43.3497,M,M,M,220.00,12.00,M,30.18,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030630Z AUTO 22012KT 10SM OVC030 M08/M16 A3018 RMK T10801160 MADISHF
DKK,2018-01-03 06:30,-79.2720,42.4933,M,M,M,200.00,11.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030630Z AUTO 20011KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
BUF,2018-01-03 06:30,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.14,M,6.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030630Z AUTO 21019KT 6SM -SN OVC019 M11/M17 A3014 RMK T11101170 MADISHF
IAG,2018-01-03 06:35,-78.9462,43.1073,M,M,M,230.00,16.00,M,30.12,M,7.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,KIAG 030635Z AUTO 23016KT 7SM BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
DSV,2018-01-03 06:35,-77.7130,42.5709,M,M,M,130.00,4.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030635Z AUTO 13004KT 10SM CLR M12/M19 A3017 RMK T11201190 MADISHF
ROC,2018-01-03 06:35,-77.6767,43.1167,M,M,M,210.00,13.00,M,30.15,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030635Z AUTO 21013KT 10SM OVC025 M10/M16 A3015 RMK T11001160 MADISHF
DKK,2018-01-03 06:35,-79.2720,42.4933,M,M,M,200.00,9.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030635Z AUTO 20009KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
BUF,2018-01-03 06:35,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.14,M,7.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030635Z AUTO 21019KT 7SM -SN OVC019 M11/M17 A3014 RMK T11101170 MADISHF
SDC,2018-01-03 06:35,-77.1195,43.2346,14.00,5.00,66.82,220.00,6.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,3.85,KSDC 030635Z AUTO 22006KT 10SM CLR M10/M15 A3018 RMK AO2
FZY,2018-01-03 06:35,-76.3847,43.3497,M,M,M,220.00,11.00,M,30.17,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030635Z AUTO 22011KT 10SM OVC030 M09/M16 A3017 RMK T10901160 MADISHF
ART,2018-01-03 06:35,-76.0262,43.9888,21.90,19.00,88.40,220.00,15.00,T,30.11,M,1.00,23.00,FEW,BKN,OVC,M,1100.00,1700.00,2300.00,M,-SN BR,M,M,M,7.69,KART 030635Z AUTO 22015G23KT 1SM -SN BR FEW011 BKN017 OVC023 M06/M07 A3011 RMK AO2 P0000 T10561072
DSV,2018-01-03 06:40,-77.7130,42.5709,M,M,M,120.00,4.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030640Z AUTO 12004KT 10SM CLR M12/M20 A3017 RMK T11201200 MADISHF
IAG,2018-01-03 06:40,-78.9462,43.1073,M,M,M,240.00,21.00,M,30.12,M,7.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,KIAG 030640Z AUTO 24021KT 7SM BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
ART,2018-01-03 06:40,-76.0262,43.9888,M,M,M,220.00,16.00,M,30.11,M,1.00,M,FEW,BKN,OVC,M,999.00,1900.00,2500.00,M,-SN BR,M,M,M,M,KART 030640Z AUTO 22016KT 1SM -SN BR FEW009 BKN019 OVC025 M06/M07 A3011 RMK T10601070 MADISHF
DKK,2018-01-03 06:40,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030640Z AUTO 20010KT 10SM CLR M14/M19 A3020 RMK T11401190 MADISHF
BUF,2018-01-03 06:40,-78.7358,42.9408,M,M,M,M,M,M,30.14,M,8.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030640Z AUTO /////KT 8SM -SN OVC019 M12/M17 A3014 RMK T11201170 MADISHF
ROC,2018-01-03 06:40,-77.6767,43.1167,M,M,M,220.00,10.00,M,30.16,M,10.00,15.00,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030640Z AUTO 22010G15KT 10SM OVC025 M10/M16 A3016 RMK T11001160 MADISHF
ART,2018-01-03 06:45,-76.0262,43.9888,M,M,M,220.00,14.00,M,30.11,M,1.00,19.00,SCT,BKN,OVC,M,1800.00,2300.00,2700.00,M,-SN BR,M,M,M,M,KART 030645Z AUTO 22014G19KT 1SM -SN BR SCT018 BKN023 OVC027 M06/M07 A3011 RMK T10601070 MADISHF
FZY,2018-01-03 06:45,-76.3847,43.3497,M,M,M,210.00,8.00,M,30.17,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030645Z AUTO 21008KT 10SM OVC030 M09/M16 A3017 RMK T10901160 MADISHF
DSV,2018-01-03 06:45,-77.7130,42.5709,M,M,M,150.00,5.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030645Z AUTO 15005KT 10SM CLR M12/M20 A3018 RMK T11201200 VRB05KT  MADISHF
ROC,2018-01-03 06:45,-77.6767,43.1167,M,M,M,220.00,11.00,M,30.15,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030645Z AUTO 22011KT 10SM OVC025 M10/M16 A3015 RMK T11001160 MADISHF
IAG,2018-01-03 06:45,-78.9462,43.1073,M,M,M,230.00,18.00,M,30.12,M,8.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,KIAG 030645Z AUTO 23018KT 8SM BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
DKK,2018-01-03 06:45,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030645Z AUTO 20010KT 10SM CLR M13/M20 A3020 RMK T11301200 MADISHF
BUF,2018-01-03 06:45,-78.7358,42.9408,M,M,M,M,M,M,30.14,M,7.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030645Z AUTO /////KT 7SM -SN OVC019 M12/M17 A3014 RMK T11201170 MADISHF
ROC,2018-01-03 06:50,-77.6767,43.1167,M,M,M,210.00,12.00,M,30.16,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030650Z AUTO 21012KT 10SM OVC025 M10/M17 A3016 RMK T11001170  BINOVC MADISHF
DSV,2018-01-03 06:50,-77.7130,42.5709,M,M,M,130.00,7.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030650Z AUTO 13007KT 10SM CLR M12/M20 A3018 RMK T11201200 MADISHF
FZY,2018-01-03 06:50,-76.3847,43.3497,M,M,M,230.00,7.00,M,30.17,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030650Z AUTO 23007KT 10SM OVC030 M09/M16 A3017 RMK T10901160 MADISHF
BUF,2018-01-03 06:50,-78.7358,42.9408,M,M,M,210.00,21.00,M,30.14,M,6.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030650Z AUTO 21021KT 6SM -SN OVC019 M12/M17 A3014 RMK T11201170 MADISHF
DKK,2018-01-03 06:50,-79.2720,42.4933,M,M,M,210.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030650Z AUTO 21010KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
IAG,2018-01-03 06:50,-78.9462,43.1073,M,M,M,230.00,18.00,M,30.12,M,9.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,KIAG 030650Z AUTO 23018KT 9SM BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
IAG,2018-01-03 06:53,-78.9462,43.1073,21.00,12.00,67.71,230.00,19.00,T,30.12,1022.00,9.00,M,BKN,OVC,M,M,2000.00,2500.00,M,M,M,M,M,M,4.89,KIAG 030653Z AUTO 23019KT 9SM BKN020 OVC025 M06/M11 A3012 RMK AO2 PK WND 25032/0600 SNB10E35 SLP220 P0000 T10611111
DKK,2018-01-03 06:53,-79.2720,42.4933,8.10,-4.00,57.00,210.00,11.00,0.00,30.21,1024.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,-7.74,KDKK 030653Z AUTO 21011KT 10SM CLR M13/M20 A3021 RMK AO2 SLP244 T11331200
FZY,2018-01-03 06:54,-76.3847,43.3497,16.00,3.90,58.22,230.00,8.00,0.00,30.17,1022.50,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,4.40,KFZY 030654Z AUTO 23008KT 10SM OVC030 M09/M16 A3017 RMK AO2 SLP225 T10891156
BUF,2018-01-03 06:54,-78.7358,42.9408,10.90,1.90,66.41,210.00,21.00,T,30.14,1022.30,7.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,-9.29,KBUF 030654Z 21021KT 7SM -SN OVC019 M12/M17 A3014 RMK AO2 PK WND 21030/0608 SLP223 DRSN P0000 T11171167 $
ROC,2018-01-03 06:54,-77.6767,43.1167,14.00,1.90,57.91,220.00,12.00,0.00,30.16,1022.60,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,-0.91,KROC 030654Z 22012KT 10SM OVC025 M10/M17 A3016 RMK AO2 SLP226 BINOVC T11001167
DSV,2018-01-03 06:54,-77.7130,42.5709,10.90,-4.00,50.28,120.00,7.00,0.00,30.18,1024.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,-0.94,KDSV 030654Z AUTO 12007KT 10SM CLR M12/M20 A3018 RMK AO2 SLP241 T11171200
DKK,2018-01-03 06:55,-79.2720,42.4933,M,M,M,210.00,11.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030655Z AUTO 21011KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
BUF,2018-01-03 06:55,-78.7358,42.9408,M,M,M,M,M,M,30.14,M,7.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030655Z AUTO /////KT 7SM -SN OVC019 M12/M17 A3014 RMK T11201170 MADISHF
IAG,2018-01-03 06:55,-78.9462,43.1073,M,M,M,230.00,17.00,M,30.12,M,8.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KIAG 030655Z AUTO 23017KT 8SM -SN OVC019 M06/M11 A3012 RMK T10601110 MADISHF
SDC,2018-01-03 06:55,-77.1195,43.2346,14.00,5.00,66.82,220.00,4.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,6.40,KSDC 030655Z AUTO 22004KT 10SM CLR M10/M15 A3017 RMK AO2
ROC,2018-01-03 06:55,-77.6767,43.1167,M,M,M,M,M,M,30.16,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030655Z AUTO /////KT 10SM OVC025 M10/M17 A3016 RMK T11001170 MADISHF
ART,2018-01-03 06:55,-76.0262,43.9888,M,M,M,220.00,12.00,M,30.12,M,1.00,M,FEW,BKN,OVC,M,1699.00,2200.00,3100.00,M,-SN BR,M,M,M,M,KART 030655Z AUTO 22012KT 1SM -SN BR FEW016 BKN022 OVC031 M06/M07 A3012 RMK T10601070 MADISHF
DSV,2018-01-03 06:55,-77.7130,42.5709,M,M,M,130.00,6.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030655Z AUTO 13006KT 10SM CLR M12/M20 A3018 RMK T11201200 MADISHF
ART,2018-01-03 06:56,-76.0262,43.9888,21.90,19.00,88.40,220.00,13.00,T,30.12,1020.60,1.00,21.00,FEW,BKN,OVC,M,1700.00,2200.00,2900.00,M,-SN BR,M,M,M,8.63,KART 030656Z AUTO 22013G21KT 1SM -SN BR FEW017 BKN022 OVC029 M06/M07 A3012 RMK AO2 SLP206 P0000 T10561072
DSV,2018-01-03 07:00,-77.7130,42.5709,M,M,M,130.00,9.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030700Z AUTO 13009KT 10SM CLR M12/M19 A3018 RMK T11201190 MADISHF
DKK,2018-01-03 07:00,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030700Z AUTO 20010KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
FZY,2018-01-03 07:00,-76.3847,43.3497,M,M,M,230.00,10.00,M,30.17,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,KFZY 030700Z AUTO 23010KT 10SM OVC028 M09/M16 A3017 RMK T10901160 MADISHF
ROC,2018-01-03 07:00,-77.6767,43.1167,M,M,M,M,M,M,30.16,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,KROC 030700Z AUTO /////KT 10SM OVC025 M10/M17 A3016 RMK T11001170 MADISHF
BUF,2018-01-03 07:00,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,7.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KBUF 030700Z AUTO /////KT 7SM -SN OVC019 M12/M17 A3015 RMK T11201170 MADISHF
IAG,2018-01-03 07:00,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,6.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KIAG 030700Z AUTO /////KT 6SM -SN OVC019 M06/M11 A3012 RMK T10601110 MADISHF
ART,2018-01-03 07:00,-76.0262,43.9888,M,M,M,210.00,11.00,M,30.12,M,1.00,M,BKN,OVC,M,M,2200.00,2900.00,M,M,-SN BR,M,M,M,M,KART 030700Z AUTO 21011KT 1SM -SN BR BKN022 OVC029 M06/M07 A3012 RMK T10601070 MADISHF
FZY,2018-01-03 07:01,-76.3847,43.3497,16.00,3.90,58.22,230.00,10.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,2.90,KFZY 030701Z AUTO 23010KT 10SM OVC028 M09/M16 A3017 RMK AO2 T10891156
IAG,2018-01-03 07:05,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,5.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KIAG 030705Z AUTO /////KT 5SM -SN OVC021 M06/M11 A3012 RMK T10601110 MADISHF
BUF,2018-01-03 07:05,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,8.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030705Z AUTO /////KT 8SM -SN OVC019 M12/M17 A3015 RMK T11201170  DRSN MADISHF
FZY,2018-01-03 07:05,-76.3847,43.3497,M,M,M,220.00,9.00,M,30.18,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,KFZY 030705Z AUTO 22009KT 10SM OVC028 M09/M16 A3018 RMK T10901160 MADISHF
ROC,2018-01-03 07:05,-77.6767,43.1167,M,M,M,M,M,M,30.16,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,KROC 030705Z AUTO /////KT 10SM OVC024 M10/M17 A3016 RMK T11001170 MADISHF
DSV,2018-01-03 07:05,-77.7130,42.5709,M,M,M,130.00,7.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030705Z AUTO 13007KT 10SM CLR M12/M20 A3018 RMK T11201200 MADISHF
ART,2018-01-03 07:05,-76.0262,43.9888,M,M,M,200.00,14.00,M,30.12,M,1.00,M,FEW,BKN,OVC,M,1200.00,1999.00,2900.00,M,-SN BR,M,M,M,M,KART 030705Z AUTO 20014KT 1SM -SN BR FEW012 BKN019 OVC029 M06/M07 A3012 RMK T10601070 MADISHF
DKK,2018-01-03 07:05,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030705Z AUTO 20010KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
ROC,2018-01-03 07:10,-77.6767,43.1167,M,M,M,M,M,M,30.16,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,KROC 030710Z AUTO /////KT 10SM OVC024 M10/M17 A3016 RMK T11001170 MADISHF
IAG,2018-01-03 07:10,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,4.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030710Z AUTO /////KT 4SM -SN BKN019 OVC024 M06/M11 A3012 RMK T10601110 MADISHF
DKK,2018-01-03 07:10,-79.2720,42.4933,M,M,M,200.00,11.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030710Z AUTO 20011KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
BUF,2018-01-03 07:10,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.15,M,9.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030710Z AUTO 21019KT 9SM -SN OVC019 M12/M17 A3015 RMK T11201170  DRSN MADISHF
DSV,2018-01-03 07:10,-77.7130,42.5709,M,M,M,120.00,7.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030710Z AUTO 12007KT 10SM CLR M12/M19 A3018 RMK T11201190 MADISHF
FZY,2018-01-03 07:10,-76.3847,43.3497,M,M,M,230.00,9.00,M,30.18,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KFZY 030710Z AUTO 23009KT 10SM OVC026 M09/M15 A3018 RMK T10901150 MADISHF
ART,2018-01-03 07:11,-76.0262,43.9888,19.00,16.00,87.87,200.00,16.00,T,30.12,M,0.75,20.00,BKN,OVC,M,M,1400.00,2000.00,M,M,-SN BR,M,M,M,3.47,KART 030711Z AUTO 20016G20KT 3/4SM -SN BR BKN014 OVC020 M07/M09 A3012 RMK AO2 P0000 T10721089
DKK,2018-01-03 07:15,-79.2720,42.4933,M,M,M,200.00,12.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030715Z AUTO 20012KT 10SM CLR M13/M20 A3021 RMK T11301200 MADISHF
IAG,2018-01-03 07:15,-78.9462,43.1073,M,M,M,M,M,M,30.13,M,3.00,M,BKN,OVC,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030715Z AUTO /////KT 3SM -SN BKN019 OVC024 M07/M11 A3013 RMK T10701110 MADISHF
BUF,2018-01-03 07:15,-78.7358,42.9408,M,M,M,210.00,18.00,M,30.15,M,10.00,M,OVC,M,M,M,1999.00,M,M,M,M,M,M,M,M,KBUF 030715Z AUTO 21018KT 10SM OVC019 M12/M17 A3015 RMK T11201170  DRSN MADISHF
ART,2018-01-03 07:15,-76.0262,43.9888,M,M,M,200.00,13.00,M,30.12,M,0.75,M,BKN,OVC,M,M,1400.00,1999.00,M,M,-SN BR,M,M,M,M,KART 030715Z AUTO 20013KT 1SM -SN BR BKN014 OVC019 M08/M09 A3012 RMK T10801090 MADISHF
SDC,2018-01-03 07:15,-77.1195,43.2346,12.20,3.20,66.58,220.00,5.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,2.88,KSDC 030715Z AUTO 22005KT 10SM CLR M11/M16 A3018 RMK AO2
FZY,2018-01-03 07:15,-76.3847,43.3497,M,M,M,210.00,8.00,M,30.18,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KFZY 030715Z AUTO 21008KT 10SM OVC026 M09/M15 A3018 RMK T10901150 MADISHF
ROC,2018-01-03 07:15,-77.6767,43.1167,M,M,M,220.00,12.00,M,30.16,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,KROC 030715Z AUTO 22012KT 10SM OVC024 M10/M17 A3016 RMK T11001170 MADISHF
DSV,2018-01-03 07:15,-77.7130,42.5709,M,M,M,160.00,5.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030715Z AUTO 16005KT 10SM CLR M12/M19 A3019 RMK T11201190 MADISHF
IAG,2018-01-03 07:20,-78.9462,43.1073,M,M,M,M,M,M,30.13,M,2.50,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KIAG 030720Z AUTO /////KT 2 1/2SM -SN OVC019 M07/M11 A3013 RMK T10701110 MADISHF
ART,2018-01-03 07:20,-76.0262,43.9888,18.00,14.00,84.05,200.00,11.00,T,30.12,M,1.00,22.00,OVC,M,M,M,1700.00,M,M,M,-SN BR,M,M,M,4.77,KART 030720Z AUTO 20011G22KT 1SM -SN BR OVC017 M08/M10 A3012 RMK AO2 P0000 T10781100
BUF,2018-01-03 07:20,-78.7358,42.9408,M,M,M,210.00,18.00,M,30.15,M,10.00,M,OVC,M,M,M,1999.00,M,M,M,M,M,M,M,M,KBUF 030720Z AUTO 21018KT 10SM OVC019 M12/M17 A3015 RMK T11201170  DRSN MADISHF
DSV,2018-01-03 07:20,-77.7130,42.5709,M,M,M,120.00,10.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030720Z AUTO 12010KT 10SM CLR M12/M19 A3019 RMK T11201190 MADISHF
DKK,2018-01-03 07:20,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030720Z AUTO 20010KT 10SM CLR M13/M20 A3020 RMK T11301200 MADISHF
ROC,2018-01-03 07:20,-77.6767,43.1167,M,M,M,220.00,11.00,M,30.16,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,KROC 030720Z AUTO 22011KT 10SM OVC024 M10/M17 A3016 RMK T11001170 MADISHF
FZY,2018-01-03 07:20,-76.3847,43.3497,M,M,M,220.00,7.00,M,30.18,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KFZY 030720Z AUTO 22007KT 10SM OVC026 M09/M15 A3018 RMK T10901150 MADISHF
ROC,2018-01-03 07:25,-77.6767,43.1167,M,M,M,230.00,13.00,M,30.16,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,KROC 030725Z AUTO 23013KT 10SM OVC024 M11/M17 A3016 RMK T11101170 MADISHF
DSV,2018-01-03 07:25,-77.7130,42.5709,M,M,M,130.00,9.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030725Z AUTO 13009KT 10SM CLR M12/M19 A3018 RMK T11201190 MADISHF
FZY,2018-01-03 07:25,-76.3847,43.3497,M,M,M,220.00,7.00,M,30.18,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KFZY 030725Z AUTO 22007KT 10SM OVC026 M09/M16 A3018 RMK T10901160 MADISHF
IAG,2018-01-03 07:25,-78.9462,43.1073,M,M,M,M,M,M,30.13,M,3.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,KIAG 030725Z AUTO /////KT 3SM -SN OVC019 M07/M11 A3013 RMK T10701110 MADISHF
BUF,2018-01-03 07:25,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,10.00,M,OVC,M,M,M,1999.00,M,M,M,M,M,M,M,M,KBUF 030725Z AUTO /////KT 10SM OVC019 M12/M17 A3015 RMK T11201170  DRSN MADISHF
